region,razon_social,rut,contacto_y_direccion,telefonos,correos,categoria,resolucion
BIOBÍO,REFIN SPA,76.829.704-5,JORGE ALBERTO BARRUETO POBLETE LAS CODORNICES N°760 HUALPÉN,56412308584 56933268938,consultorarefin1@gmail.com,TERCERA,546 / 12-06-2018
BIOBÍO,RICARDO ANDRÉS ZUCHEL ROA,14.576.515-3,RICARDO ANDRÉS ZUCHEL ROA CALLE ARCE N° 185 SECTOR SANTA LEONOR TALCAHUANO,56933976753 56987288773,contactozuchel@gmail.com,TERCERA,43 / 21-01-2019
BIOBÍO,RICHARD ALEX MAUREIRA VERGARA,14.028.536-6,RICHARD MAUREIRA PASAJE LOS LAURELES N° 1180 VILLA CORDILLERA HUÉPIL TUCAPEL,56972189917,entidadpatrocinante.r.m.v@gmail.com,TERCERA,754 / 25-07-2017
BIOBÍO,RODRIGO ORLANDO POZA GODOY,12.920.355-2,RODRIGO ORLANDO POZA GODOY ALMAGRO 824 OFICINA 22 LOS ÁNGELES,56962696732 56984481208,luiscastillo144@gmail.com / entidadpatrocinante.r.poza@gmail.com,TERCERA,752 / 25-07-2017
BIOBÍO,SCARLET KATHERINE VERGARA LOPEZ ASESORÍA TÉCNICA Y CONSULTORÍA SOCIAL E.I.R.L.,77.705.667-0,SCARLET KATHERINE VERGARA LOPEZ ANIBAL PINTO 817 OFICINA 817 4TO PISO CONCEPCIÓN,56937765505 56946412805,asesoria.consultorasocial@gmail.com / epmillan788@gmail.com,TERCERA,418 / 14-06-2023
BIOBÍO,SERVICIOS PROFESIONALES DE CONSULTORÍA Y ASESORIAS LAUFER SPA,76.759.126-8,LAURA MORALES BULNES 1100 CORONEL,56443019073 56968661155,consultoralaufer@gmail.com,TERCERA,770 / 13-09-2019
BIOBÍO,"SERVICIOS DE ARQUITECTURA Y GESTIÓN INMOBILIARIA GINO AEDO VALLEJOS, EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA",76.144.569-3,GINO AEDO VALLEJOS FREIRE 374 OFICINA 9-10 NACIMIENTO,56949487959 56986420918,ginoark@gmail.com,SEGUNDA,272 / 01-04-2019
BIOBÍO,SERVICIOS DE ASESORÍA PROFESIONAL Y TÉCNICA FODESCHILE LIMITADA,76.810.590-1,PAMELA ESTER RAMOS ARAYA CALLE BULNES N° 140 OFICINA 12 PISO 4 TALCAHUANO,56981582229,fodeschile@gmail.com,TERCERA,72 / 07-04-2026
BIOBÍO,SERVICIOS DE ASISTENCIA TÉCNICA CHÁVEZ LIMITADA,77.889.479-3,VALENTINA NICOLE CHÁVEZ LEAL LAGUNA LOS BATROS 151 POBLACIÓN LANALHUE CAÑETE,56979682999,asistencias.tecnicasch@gmail.com,TERCERA,1840 / 06-11-2024
BIOBÍO,SERVICIOS DE ASISTENCIA TÉCNICA Y SOCIAL PARA PROYECTOS HABITACIONALES SURVIDA LIMITADA,76.231.455-k,MABEL ZUÑIGA YAÑEZ CALLE ALMAGRO N° 250 OFICINA 812 EDIFICIO BUSINESS CENTER LOS ÁNGELES,56985652243 56968087781 56995983690,contacto@survida.cl / danielafigueroa@survida.cl / areasociallosangeles@survida.cl,SEGUNDA,387 / 19-04-2018
BIOBÍO,SERVICIOS FINANCIEROS E INMOBILIARIOS CREDYHOGAR LIMITADA,76.062.200-1,ANA MARIA FIGUEROA CALLE O'HIGGINS PONIENTE N°077 OFICINA N°2008 CONCEPCIÓN,56412643506 56984799646 56984798449,david.vasquezalarcon@gmail.com / bjara@credyhogar.cl,PRIMERA,1722 / 14-12-2016
BIOBÍO,SERVICIOS HABITACIONALES CHILE LIMITADA,76.229.208-4,ANGELA BUSTOS ISLA PASAJE LOS LINGUES N°15 LOMAS COLORADAS SAN PEDRO DE LA PAZ,56934012447 56413160200,dmacaya@shchile.cl / promero@shchile.cl / prebolledo@shchile.cl,PRIMERA,888 / 22-08-2017
BIOBÍO,SERVICIOS PROFESIONALES DE ARQUITECTURA Y CONSTRUCCIÓN LAWEN LIMITADA,76.865.961-3,NATALIA GONZÁLEZ AVENIDA GRAN BRETAÑA N°4733-B TALCAHUANO,56412435008 56995547106,ep.lawen@gmail.com / social.ep.lawen@gmail.com,SEGUNDA,617 / 28-06-2018
BIOBÍO,SERVICIOS SOCIALES Y DE GESTIÓN ÑUBLEHOGAR LIMITADA,76.799.055-3,OMAR FELIPE REBOLLEDO SÁEZ ANÍBAL PINTO N° 2284 DEPTO. 403-E VALLE ESCONDIDO CONCEPCIÓN,56977273043 56422556010 56950136710,nublehogar@gmail.com / hibiehi@yahoo.es / feliperanquil@gmail.com,TERCERA,168 / 15-02-2018
BIOBÍO,SERVICIOS Y ASESORÍAS INMOBILIARIAS Y HABITACIONALES BIO BIO LIMITADA,76.011.034-5,PAULA CARTES AVDA. PRAT N°538 DEPTO 4-A (PLAZA ESPAÑA) CONCEPCIÓN,56964828324,biocej@gmail.com / biocejconcepcion@gmail.com,PRIMERA,99 / 31-01-2017
BIOBÍO,SERVICIOS Y CONSTRUCCIONES LC LIMITADA,76.077.348-4,BERNARDO HEREDIA O´HIGGINS 196 PISO 2 CONCEPCIÓN,56412222951 56974763118,bheredia@constructoralc.cl / bheredia@udec.cl,TERCERA,308 / 23-03-2017
BIOBÍO,SIÓN GESTIÓN Y ASESORÍA INMOBILIARIA LIMITADA,76.311.649-2,DIEGO ARTURO NEIRA VILLARROEL HIJUELA 2 LOTE C SECTOR HORCONES ARAUCO,56997480184,sion.gestioninmobiliaria@gmail.com / diegoneira.sion@gmail.com,TERCERA,159 / 15-02-2017
BIOBÍO,SOCIEDAD COFRÉ Y COMPAÑÍA LIMITADA,76.564.710-K,WALDO ANTONIO COFRÉ RAMOS SOTOMAYOR 92 CONCEPCIÓN,56412212568 56412216943 56991917554,gerencia@procas.cl / concepcion@procas.cl / contacto@procas.cl,PRIMERA,911 / 25-08-2017
BIOBÍO,SOCIEDAD CONSTRUCTORA COIQUEN LIMITADA,76.249.889-8,ELIANA VERGARA GARCÍA CALLE ESMERALDA N°575 QUIRIHUE,56944073560 56422530130 56942585458,constructoracoiquen@gmail.com / h_bustos620@yahoo.es,TERCERA,545 / 26-05-2017
BIOBÍO,SOCIEDAD CONSULTORA DIGNIFICA LIMITADA,76.332.067-7,ARACELY VENEGAS OTAROLA VICUÑA MACKENNA N° 976 OFICINA C TOMÉ,56963358369 56941858101 56982176619,consultoradignifica@gmail.com / aracelyvenegas.ts@gmail.com / nvenegas.social@gmail.com,PRIMERA,383 / 07-04-2017
BIOBÍO,SOCIEDAD CONSULTORA E INMOBILIARIA URBANO LIMITADA,76.051.863-8,GONZALO EDGARDO ITURRA SOTO COLO COLO N° 222 OFICINA 1002 CONCEPCIÓN,56412459090,consultoraurbano@gmail.com / aldogarcial@gmail.com,PRIMERA,115 / 01-02-2017
BIOBÍO,SOCIEDAD CONSULTORA GNOSIS LIMITADA,76.029.250-8,MARIO GUAJARDO ESPINOZA SEGUNDO DE LÍNEA 1054 CAÑETE,56412619421 56412619400 56976091187,consultoragnosis@gmail.com / cgnosis@gmail.com,PRIMERA,485 / 04-05-2017
BIOBÍO,SOCIEDAD CONSULTORA Y DE GESTIÓN URBANA Y HABITACIONAL HABILITA LIMITADA,76.028.478-5,MARCELA PÉREZ ESCAMILLA LINCOYÁN 445 INTERIOR 2DO PISO CONCEPCIÓN,56412521852 56975786609,mperez@habilita.cl / guillermosalazar@habilita.cl,PRIMERA,262 / 13-03-2017
BIOBÍO,SOCIEDAD CONSULTORA-CONSTRUCTORA DEL SUR FERREIRA LTDA,76.011.917-2,ANA MARÍA FERREIRA JUAN ANTONIO RÍOS N°29 (ESQ. O´HIGGINS) LEBU,56412511636 56966781361,domosurltda@gmail.com / egisdomosur@gmail.com,TERCERA,1802 / 30-12-2016
BIOBÍO,SOCIEDAD DE ASISTENCIA TÉCNICA Y SOCIAL RENOVA HABITAD LIMITADA,77.108.266-1,JAVIER OSVALDO IGNACIO OLIVARES NAVARRO ALMAGRO 1596 LOS ÁNGELES,56432540028 56988927342,renovahabitad@gmail.com,TERCERA,525 / 30-08-2021
BIOBÍO,SOCIEDAD DE GESTIÓN INMOBILIARIA ANDALUZ LIMITADA,76.319.623-2,YOSELIN ALEJANDRA SEPÚLVEDA MAUREIRA AVDA. LIBERTAD N° 640 OF. 209 CHILLÁN,56972036577 56422503055,yoselin.sepulveda.maureira@gmail.com / egisandaluz@gmail.com,PRIMERA,223 / 01-03-2018
BIOBÍO,SOCIEDAD DE GESTIÓN INMOBILIARIA TRES BOLDOS SpA,77.009.649-9,DANIELA PADILLA ELÍAS LAUTARO N° 268 OF. N° 303 EDIFICIO DEL DESARROLLO LOS ÁNGELES,56432354427 56954162752,tresboldos@gmail.com,TERCERA,110 / 07-02-2020
BIOBÍO,SOCIEDAD DE SERVICIOS INMOBILIARIOS Y HABITACIONALES ESPINOZA Y AEDO LIMITADA,76.059.088-6,VERÓNICA ESPINOZA 5 DE ABRIL 934 2DO PISO OFICINA 11 CHILLÁN,56422548083 56991594021,espinozafuentes_5@hotmail.com / egis.aye@gmail.com,TERCERA,684 / 06-07-2017
BIOBÍO,SOCIEDAD GUTIÉRREZ Y VERA LIMITADA,76.737.289-2,JAIME GUTIÉRREZ M. LOS ALERCES 1741 VILLA SAN PEDRO SAN PEDRO DE LA PAZ,56413834387 56973762585,jgutierrezmelo@gmail.com,TERCERA,277 / 15-03-2018
BIOBÍO,SOCIEDAD INMOBILIARIA GARCÍA Y BARBERIS LIMITADA,76.016.702-9,GUSTAVO DURÁN AINAVILLO N°643-A CONCEPCIÓN,56412221597 56973084077 56973084078,egisconastec@gmail.com,PRIMERA,1266 / 23-11-2017
BIOBÍO,SOCIEDAD INMOBILIARIA SOCIAL S.A.,76.095.361-K,MAGDALENA GARRIDO O'HIGGINS PONIENTE N°77 OF.1405 CONCEPCIÓN,56413173628,sociedadinmobiliariasocial@gmail.com,PRIMERA,481 / 23-05-2018
BIOBÍO,SOLUCIONES HABITACIONALES SU CASA SPA,76.794.300-8,VILLEGAS DUHALDE AVDA. PEDRO DE VALDIVIA N° 45 OFICINA 20 CONCEPCIÓN,56412464943,sucasaconcepcion@gmail.com,TERCERA,1017 / 12-10-2018
BIOBÍO,URBANA BIO BIO LIMITADA,76.849.242-5,ANIBAL TORO PUERTO DOMÍNGUEZ N°9316 HUALPÉN,56413196444,urbanabiobio@gmail.com / urbanabiobiobb@gmail.com,TERCERA,551 / 12-06-2018
BIOBÍO,VIDA SPA,77.569.743-1,CRISTIAN ALBERTO VENEGAS OTÁROLA PASAJE LOS PERALES N° 303 CABRERO,56998449515,epvidaspa@gmail.com,TERCERA,938 / 11-11-2022
BIOBÍO,YURI CARTES RIFFO ARQUITECTURA Y GESTIÓN E.I.R.L.,77.087.101-8,YURI ALEXIS CARTES RIFFO PASAJE FELIPE II N° 123 VILLA GALILEA LOS ÁNGELES,56432662386 56962385760,vetasurarquitectura@gmail.com,TERCERA,139 / 19-02-2020
ARAUCANÍA,ENTIDAD PATROCINANTE LOS ROBLES LIMITADA,77.957.926-3,MARYERIE PASCHE HETZ VILLA ALEGRE N° 721 VICTORIA,976183723,eplosrobles@gmail.com,TERCERA,652 / 28-06-2024
ARAUCANÍA,"AXIONA GESTION INMOBILIARIA Y HABITACIONAL SPA ""AXIONA SPA""",77.396.374-6,JAVIERA NICOLE GUERRERO CACERES CLARO SOLAR N° 950 TEMUCO,934529606,contacto.axiona@gmail.com,TERCERA,656 / 01-07-2024
ARAUCANÍA,GVS CONSULTORA SPA,77.922.349-3,"GIAN HUMBERTO CAPURRO BARNERT RUTA , CAMINO A LABRANZA TEMUCO",5 - 30 07724 / 977775161,gvsconsultoraspa@gmail.com,TERCERA,699 / 08-07-2024
ARAUCANÍA,"ENTIDAD PATROCINANTE LOS ROBLES LIMITADA ""LOS ROBLES LTDA.""",77.903.729-0,SARA CHINCHON SOTO A. VARAS N° 979 OF. 801 PISO 8 TEMUCO,974536768,sara.chinchon@gmail.com,TERCERA,699 / 08-07-2024
ARAUCANÍA,MUNICIPALIDAD DE CHOL CHOL,69.265.000-K,ALVARO LABRAÑA OPAZO JOAQUIN PEREZ N° 449 CHOL CHOL,968273172,vivienda@municholchol.cl,TERCERA,699 / 08-07-2024
ARAUCANÍA,ASESORIA GAMMAN LIMITADA,76.542.813-0,"MARCELO SEPULVEDA ALARCON PARCELA A5 SANTA JUSTA, METRENCO PADRE LAS CASAS",990746778 45 2622004,as.gamman@gmail.com / silvia@gamman.cl,TERCERA,740 / 12-07-2024
ARAUCANÍA,"SOCIEDAD DE ASESORIA EN GESTION HABITACIONAL Y SERVICIOS SOCIALES LIMITADA ó ""SOCIEDAD HABITARK LTDA.""",76.042.944-9,LORENZA GOMEZ ACUÑA Y/0 CAROLINA MELGAREJO FUENTES LAGOS N° 515 OFIUCINA 1 TEMUCO,995225271,lorenzagomez@gmail.com,TERCERA,740 / 12-07-2024
ARAUCANÍA,ASISTENCIA TECNICA Y PROYECTOS INGESUR SPA,76.743.012-4,PAOLA HENRIQUEZ PADILLA ALDUNATE N° 427 OFICINA 401 TEMUCO,996101069,ep.ingesur@gmail.com,TERCERA,773 / 24-07-2024
ARAUCANÍA,FERNANDA DE LA CRUZ CAMPOS CARDENAS,18.942.430-2,"FERNANDE DE LA CRUZ CAMPOS CARDENAS EL LINGUE N° 160, VILLA PEHUEN CURACAUTIN",945872794,epfernandacampos@gmail.com,TERCERA,773 / 24-07-2024
ARAUCANÍA,CONSULTORA RAICES DEL SUR SPA,77.974.355-1,VICTOR DANIEL CEA DIAZ CONDOMINIO SAN PEDRO N° 59 ANGOL,971404997,consultoraraicesdelsur@gmail.com,TERCERA,773 / 24-07-2024
ARAUCANÍA,CONSULTORA ACCION SOCIAL SPA,77.902.207-2,JOSE FELIPE DEL VILLAR GOYTISOLO GENERAL URRUTIA N° 283 OFICINA 37 PUCON,989321903,accionsocial140@gmail.com,TERCERA,773 / 24-07-2024
ARAUCANÍA,ENTIDAD DE ASISTENCIA TECNICA CAR SPA ó CAR SPA,76.829.065-2,"CRISTINA DEL PILAR PINTO VASQUEZ BAQUEDANO N° 270, OFICINA N° 8 NUEVA IMPERIAL",979445313,epcarspa@gmail.com,TERCERA,773 / 24-07-2024
ARAUCANÍA,ENTIDAD DE GESTION RURAL WE NEWEN SPA,77.962.609-1,"GABRIELA DEL PILAR CURIQUEO MERCADO LOS PIONEROS N° 1684, VILLA ALTAMIRA TEMUCO",989907471,egr.wenewen@gmail.com,TERCERA,778 / 25-07-2024
ARAUCANÍA,SOCIEDAD CONSULTORA DE GESTION URBANA Y HABITACIONAL HABILITA LIMITADA,76.028.478-5,MARIA PAULINA BONILLA MUÑOZ BULNES N° 351 OFICINA 64 TEMUCO,978782670,paulinabonilla@habilita.cl,SEGUNDA,814 / 30-07-2024
ARAUCANÍA,"SOCIEDAD DE PROFESIONALES ASISTENCIA TECNICA SOCIAL PARA PROYECTOS HABITACIONALES LAS ARAUCARIAS LIMITADA ""LAS ARAUCARIAS LTDA.",76.342.565-7,IGNACIO POBLETE POBLETE - JUAN FRITZ JARA LAS HERAS N° 711 TEMUCO,996274946,seba2320@gmail.com,PRIMERA,837 / 06-08-2024
ARAUCANÍA,SERVICIO DE ASISTENCIA TECNICA Y SOCIAL PARA PROYECTOS HABITACIONALES ABRIGA SPA,77.560.822-6,CAMILA CONSTANZA BRUN CORTES LUIS DURAND N° 02087 OFICINA 1 TEMUCO,975486021,contacto@abrigaep.cl,TERCERA,837 / 06-08-2024
ARAUCANÍA,"SOCIEDAD CONSULTORA Y GESTION INMOBILIARIA SURCAP LIMITADA ó ""SURCAP CONSULTORES LIMITADA""",77.902.207-2,CLAUDIO ORTIZ ESPINOZA ó CAROLINA RUBIO ALBORNOZ A. PRAT N° 350 OFICINA 509 TEMUCO,996237160,surcapconsultores@gmail.com,TERCERA,927 / 27-08-2024
ARAUCANÍA,PATRICIA ANDREA ITURRA APABLAZA,14.078.150-9,PATRICIA ANDREA ITURRA APABLAZA GERMAN WINKEL N° 646 TEODORO SCHMIDT,941883978 453205409,egrpatriciaiturra@gmail.com,TERCERA,927 / 27-08-2024
ARAUCANÍA,"INMOBILIARIA Y GESTION HABITACIONAL VILLMAPU LIMITADA ó ""INMOBILIARIA VILLMAPU LTDA""",76.784.366-5,"MARIA ALEJANDRA SEPULVEDA YAÑEZ CORONEL URRUTIA N° 830 B, 1° PISO TRAIGUEN",962279171,epvillmapu@gmail.com,TERCERA,928 / 27-08-2024
ARAUCANÍA,CONSULTORA LAGO BUDI SPA,77.947.209-4,MACARENA ANDREA SILVA LIENLAF Y MONICA ANDREA DIAZ PAREDES CHACAO N° 415 TEMUCO,967372004,m.silva@rhavil.cl,TERCERA,928 / 27-08-2024
ARAUCANÍA,SOCIEDAD DE ASESORIAS HABITACIONALES NUEVO HORIZONTE SPA ó NUEVO HORIZONTE SPA,76.814.914-3,JORGE ANDRES ESPINOZA LEON PEDRO LAGOS N° 579 NUEVA IMPERIAL,985546235 998411826,soc.nuevohorizonte@gmail.com,TERCERA,1012 / 10-09-2024
ARAUCANÍA,SOCIEDAD CONSULTORA Y ASESORIAS HABITACIONALES DEL SUR SPA ó CONSULTORA DEL SUR SPA.,76.347.788-6,"PAULINA ANDREA NAVARRETE BRIONES SAN MARTIN N° 745, EDIFICIO UNO OFICINA 302 TEMUCO",990775349,pnavarrete@consultoradelsur.cl,PRIMERA,1012 / 10-09-2024
ARAUCANÍA,MUNICIPALIDAD DE NUEVA IMPERIAL,69.190.400-8,CESAR SEPULVEDA HUERTA PRAT N° 65 NUEVA IMPERIAL,982009096,rvasquez@nuevaimperial.cl,ÚNICA,1012 / 10-09-2024
ARAUCANÍA,ENTIDAD PATROCINANTE ECOVITA SPA ó ECOVITA SPA,77.503.471-8,ANDRES BARRIGA LAVIN JOSE REYES MORALES N° 2067 TEMUCO,950417524,epecovita@gmail.com,TERCERA,1012 / 10-09-2024
ARAUCANÍA,RUKA PEWEN GESTIONES SPA,76.843.606-1,JUAN PABLO MILLALEO MORA TIRSO DE MOLINA N° 03541 TEMUCO,983829464,rukapewenpppf@gmail.com,TERCERA,1073 / 27-09-2024
ARAUCANÍA,SERVICIO DE ASESORIA TECNICA Y SOCIAL MAGENTA LIMITADA ó EP MAGENTA LTDA.,77.117.649-6,OLGA ESTER ACUÑA PINEDA/ANA BARRIL AGURTO GENERAL CRUZ N° 632 B TEMUCO,962729895,entidadmagentaltda@gmail.com,TERCERA,1073 / 27-09-2024
ARAUCANÍA,FUNDARE SPA,77.082.593-8,LUIS ALBERTO ROJAS TEJO CLARO SOLAR N° 942 OFICINA 603 TEMUCO,971410902,carolinabetancour@fundare.cl,TERCERA,1073 / 27-09-2024
ARAUCANÍA,MUNICIPALIDAD DE VILLARRICA,69.191.500-K,PABLO ASTETE MERMOUD PEDRO DE VALDIVIA N° 810 VILLARRICA,983194256,ep@munivillarrica.cl,ÚNICA,1073 / 27-09-2024
ARAUCANÍA,MUNICIPALIDAD DE LUMACO,69.180.800-9,"RICHARD ALEXI LEONELLI CONTRERAS ISABEL ALLENDE N° 20, CAPITAN PASTENE LUMACO",962034318,epmunicipalidaddelumaco@gmail.com,ÚNICA,1141 / 11-10-2024
ARAUCANÍA,SOCIEDAD EL OLIVAR SPA Ó RUCALWE SPA,77.994.281-3,YENYFER PATRICIA SAN MARTIN SEGURA SAN MARTIN N°924 OFICINA 213 TEMUCO,945457313,olivadavid@gmail.com,TERCERA,1141 / 11-10-2024
ARAUCANÍA,ASESORIA INMOBILIARIA RUKANEWEN SPA,76.655.229-3,"HECTOR PATRICIO BECERRA ESCALONA GENERAL URRUTIA N° 788, LOCAL 14 VILLARRICA",954013486,Fabiolita.perales@gmail.com,TERCERA,1141 / 11-10-2024
ARAUCANÍA,ENTIDAD PATROCINANTE AUSTRAL SPA,76.477.131-1,"CAMILO BAHAMONDES FERREIRA A. VARAS N° 687, OFICINA 1405 TEMUCO",452756046,austral.ep@gmail.com,TERCERA,1147 / 15-10-2024
ARAUCANÍA,CONSTRUCTORA RIOSALCO SPA,76.274.066-4,"RODRIGO FERNANDO RIOS SALAZAR LINCOÑIR N° 600, VILLA MANKEMALEN PADRE LAS CASAS",988678281,epriosalco@gmail.com,TERCERA,1147 / 15-10-2024
ARAUCANÍA,MUNICIPALIDAD DE LAUTARO,69.190.100-9,RICARDO JARAMILLO GALINDO BERNARDO O´HIGGINS N° 1032 LAUTARO,452 591564,mcifuentes@munilautaro.cl,ÚNICA,1258 / 12-11-2024
ARAUCANÍA,MUNICIPALIDAD DE TRAIGUEN,69.180.700-2,RICARDO JAVIER SANHUEZA PIRCE BASILIO URRUTIA N° 914 TRAIGUEN,987653821,bmunoz@mtraiguen.cl,ÚNICA,1258 / 12-11-2024
ARAUCANÍA,CONSULTORA ANTU KUYEN SPA,77.575.516-4,"ALEXSANDRA ELIANA OVALLE HUICHAMIL M. BULNES N° 368, EDIF T. RIVERA, OFICINA 802 TEMUCO",993947882,consultora.antukuyen@gmail.com,TERCERA,1258 / 12-11-2024
ARAUCANÍA,CONSULTORA ROBERTO BARRA RIFFO E.I.R.L. ó CONSULTORA QUELTEHUE E.I.R.L.,76.300.098-2,ROBERTO BARRA RIFFO PEREZ N° 630 TRAIGUEN,986581690,rabari66@hotmail.cl,TERCERA,1258 / 12-11-2024
ARAUCANÍA,CONSTRUCTORA E INMOBILIARIA MICHEL VELASQUEZ LIMITADA Ó CITYACONST LTDA.,77.986.915-6,MECHEL VELASQUEZ VELASQUEZ SALTO EL LEON N° 1670 PUCON,975458057,sergio.construccion88@gmail.com,TERCERA,1306 / 29-11-2024
ARAUCANÍA,MUNICIPALIDAD DE ANGOL,69.180.100-4,ENRIQUE NEIRA NEIRA PEDRO AGUIRRE CERDA N° 509 ANGOL,453224303,jeannette.pulgar@angol.cl,TERCERA,1306 / 29-11-2024
ARAUCANÍA,CONSULTORA PROSUR SPA,77.571.769-6,CRISTIAN FUENTES FUENTES Y RAMON CLAVERIA CARO BULNES 368 OFICINA 802 TEMUCO,986994532,egisprosur@gmail.com,TERCERA,1306 / 29-11-2024
ARAUCANÍA,CONSULTORA Y GESTION ENTRE ARAUCARIAS SPA ó ENTRE ARAUCARIAS SPA,77.044.267-2,JESSICA LORENA GONZALEZ MONTOYA VERGARA 645 B VICTORIA,957886360,entidad.entrearaucarias@gmail.com / gvega@entrearaucarias.cl,TERCERA,1325 / 06-12-2024
ARAUCANÍA,CONSULTORA STR LIMITADA,78.050.023-9,MARCOS SEPULVEDA IBAÑEZ Y MANUEL RODRIGUEZ BELLO SAN MARTIN N° 428 TEMUCO,978815482,str.consultora@gmail.com,TERCERA,1325 / 06-12-2024
ARAUCANÍA,ASESORIAS Y SERVICIOS INMOBILIARIOS INTERVIVA LIMITA ó INTERVIVA LTDA.,76.003.965-9,JUAN CARLOS SANDOVAL RIVAS LAS HERAS N° 811 TEMUCO,984393861,jsandoval@interviva.cl,PRIMERA,1329 / 06-12-2024
ARAUCANÍA,SOCIEDAD CONSULTORA BRISAS DEL ÑIELOL LIMITADA,78.025.952-3,MIGUEL HERNAN CALDERON TASCON CLAUDIO VICUÑA N° 0899 TEMUCO,972125571,contacto@brisasdelnielol.cl,TERCERA,1329 / 06-12-2024
ARAUCANÍA,INMOBILIARIA Y GESTION HABITACIONAL TIERRA DDEL FUEGO LIMITADA ó INMOBILIARIA TIERRA DEL FUEGO LTDA.,76.004.978-6,JUAN CARLOS MORALES ZUÑIGA CENTENARIO 01322- PUEBLO NUEVO TEMUCO,989860647,gafebe@hotmail.com,PRIMERA,1330 / 06-12-2024
ARAUCANÍA,ASESORIA HABITACIONAL LOS CIPRESES SPA,77.973.354-8,SERGIO ELIAS TRANAMIL TRANAMIL PASASJE SAN DIEGO N° 01764 TEMUCO,958598002,loscipreses@gmail.com,TERCERA,1330 / 06-12-2024
ARAUCANÍA,GESTION INMOBILIARIA BAMBU LIMITADA,76.529.696-K,ANA LUCY VALLEJOS HERRERA LLANQUIHUE N° 01525 TEMUCO,452607411,gi.bambu.ltda@gmail.com,TERCERA,1330 / 06-12-2024
ARAUCANÍA,ECOSUR SPA,76.880.676-4,MARIO MARCOS RAMIREZ SANCHEZ ANIBAL PINTO N° 792 NUEVA IMPERIAL,971675038,entidad.ecosurspa@gmail.com,TERCERA,1525 / 26-12-2024
ARAUCANÍA,"ENTIDAD PATROCINANTE DE GESTION SOCIAL E INMOBILIARIA CRISTINA CASTILLO ALFAHOGAR E.I.R.L. ""ALFAHOGAR E.I.R.L.""",76.390.115-7,CRISTINA JEANETTE CASTILLO MEDINA LAUTARO 1205 - OF. 402 TEMUCO,984873853 452482642,ccastillo@alfahogar.cl,TERCERA,53 / 21-01-2025
ARAUCANÍA,"GENTE EXPRESA, ASESORÍAS HABITACIONALES LIMITADA ""GENTEXPRESA LIMITADA""",76.002.605-0,HÉCTOR EUGENIO JORQUERA ESCARES ANTONIO VARAS N° 687 OFICINA 411 TEMUCO,979574271,vlasserre@gentexpresa.cl,PRIMERA,53 / 21-01-2025
ARAUCANÍA,SOCIEDAD DE ASESORIAS Y SERVICIOS SOCOSUR LIMITADA ó SOCOSUR LTDA.,76.180.558-4,MARCO ARTURO VENEGAS DOMINGUEZ O'HIGGINS 563 OFICINA 3 TEMUCO,452766777,socosurlimitada@gmail.com,SEGUNDA,137 / 10-02-2025
ARAUCANÍA,PULSOS DE BARRIO LIMITADA,77.010.036-4,"CRISTIAN SEPULVEDA ROCHA - CLAUDIO PONS GALLEGOS HOCHSTETTER N° 1002, OFICINA 714 TEMUCO",984369249,pulsosdebarrio@gmail.com,TERCERA,166 / 24-02-2025
ARAUCANÍA,CONSULTORA PROGESTION LIMITADA,77.923.981-0,"LUZ ARACELY ARIZ SANZANA ALDUNATE N° 77, ODICINA 202 TEMUCO",982348612,progestion.consultora@gmail.com,TERCERA,166 / 24-02-2025
ARAUCANÍA,MUNICIPALIDAD DE TEMUCO,69.190.700-7,"ROBERTO NEIRA ABURTO A. PRAT N° 650, 3° PISO TEMUCO",942159159,gabriela.ceballo@temuco.cl / erika.quezada@temuco.cl,ÚNICA,175 / 28-02-2025
ARAUCANÍA,ARQUISUR CONSULTORA LIMITADA,76.121.893-K,NORA SMITH GUERRERO A. VARAS N° 854 OFICINA 903 TEMUCO,996119417,arquisurconsultora@gmail.com,SEGUNDA,230 / 14-03-2025
ARAUCANÍA,PROYECTOS E INSPECCION TECNICA DE OBRAS RESCALAT LIMITADA,76.654.115-1,RENE EDUARDO ESCALA TAMPE LOS ALPES N° 01705 TEMUCO,997484304,e.escala@rescalat.cl,PRIMERA,230 / 14-03-2025
ARAUCANÍA,ARQUITECTURA Y CONSTRUCCION ALEGRIA OYARZUN LIMITADA,76.064.031-K,LUIS ALEGRIA VILLENA Y JOSE OYARZUN VILLA LOS CASTAÑOS N° 530 PUCON,998747007,egis.alegria@gmail.com,PRIMERA,230 / 14-03-2025
ARAUCANÍA,ARQUITECTURA Y CONSTRUCCION ALEGRIA OYARZUN LIMITADA,76.064.031-K,LUIS ALEGRIA VILLENA Y JOSE OYARZUN VILLA LOS CASTAÑOS N° 530 PUCON,998747007,egis.alegria@gmail.com,PRIMERA,230 / 14-03-2025
ARAUCANÍA,CONSULTORA PLAN SOCIAL LIMITADA,77.235.354-5,VANESSA SCHNEIDER MARTINEZ SAN MARTIN N° 680 TEMUCO,995450252,consultoraplansocial@gmail.com / epplansocial@gmail.com,PRIMERA,249 / 20-03-2025
ARAUCANÍA,PROBERME SPA,78.124.824-K,JESSICA DANIELA LASTRA TORRES AVDA. SAN MARTIN N° 02105 TEMUCO,93182461,proyectosproberme@gmail.com,TERCERA,370 / 17-04-2025
